state,district,market
Tamil Nadu,Kallakuruchi,Sankarapuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Namakkal,Namakkal (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Jameenrayapettai (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Pollachi (Uzhavar Sandhai ) APMC
Tamil Nadu,Cuddalore,Vadalur (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Nanganallur (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Thirukalukundram (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Pallavaram (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Mettupalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Krishnagiri,Hosur (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Guduvancheri (Uzhavar Sandhai ) APMC
Tamil Nadu,Kancheepuram,Padappai (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Jalagandapuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Vadavalli (Uzhavar Sandhai ) APMC
Tamil Nadu,Karur,Karur (Uzhavar Sandhai ) APMC
Tamil Nadu,Vellore,Gudiyatham (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Tiruvallur (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Mannargudi I (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Srivilliputhur (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Sivakasi (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Rajapalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Sathur (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Kambam (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Bodinayakanur (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,Lalgudi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,Thiruverumbur (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Arani (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupur,Dharapuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Medavakkam (Uzhavar Sandhai ) APMC
Tamil Nadu,Karur,Velayuthampalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Krishnagiri,Kaveripattinam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thanjavur,Papanasam (Uzhavar Sandhai ) APMC
Tamil Nadu,Tenkasi,Sankarankoil (Uzhavar Sandhai ) APMC
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Elampillai (Uzhavar Sandhai ) APMC
Tamil Nadu,Sivaganga,Singampunari (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Sooramangalam (Uzhavar Sandhai ) APMC
Tamil Nadu,Nagapattinam,Sirkali (Uzhavar Sandhai ) APMC
Tamil Nadu,Namakkal,Mohanur (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Thalavadi (Uzhavar Sandhai ) APMC
Tamil Nadu,Ramanathapuram,Paramakudi (Uzhavar Sandhai ) APMC
Tamil Nadu,Perambalur,Perambalur (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Karambakkudi (Uzhavar Sandhai ) APMC
Tamil Nadu,Cuddalore,Viruthachalam (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Kurichi (Uzhavar Sandhai ) APMC
Tamil Nadu,Chengalpattu,Madhuranthagam (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Sundarapuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Singanallur (Uzhavar Sandhai ) APMC
Tamil Nadu,Dharmapuri,Harur (Uzhavar Sandhai ) APMC
Tamil Nadu,Cuddalore,Panruti (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Gobichettipalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Dharmapuri,Palacode (Uzhavar Sandhai ) APMC
Tamil Nadu,Dharmapuri,Pennagaram (Uzhavar Sandhai ) APMC
Tamil Nadu,Dindigul,Dindigul (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Kariyapatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Nagapattinam,Nagapattinam (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Thathakapatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Namakkal,Paramathivelur (Uzhavar Sandhai ) APMC
Tamil Nadu,Ranipet,Arcot (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupathur,Vaniyampadi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Tiruthuraipoondi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Cheyyar (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupur,Palladam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thanjavur,Tirukattupalli (Uzhavar Sandhai ) APMC
Tamil Nadu,The Nilgiris,Gudalur (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Hasthampatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Thanjavur,Pattukottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thanjavur,Thanjavur (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Anna nagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Athur (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Thirumangalam (Uzhavar Sandhai ) APMC
Tamil Nadu,Ramanathapuram,Ramanathapuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Palanganatham (Uzhavar Sandhai ) APMC
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC
Tamil Nadu,Dharmapuri,Dharmapuri (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,Sulur (Uzhavar Sandhai ) APMC
Tamil Nadu,Cuddalore,Cuddalore (Uzhavar Sandhai ) APMC
Tamil Nadu,Nagapattinam,Mayiladuthurai (Uzhavar Sandhai ) APMC
Tamil Nadu,Dindigul,Palani (Uzhavar Sandhai ) APMC
Tamil Nadu,Kallakuruchi,Kallakurichi (Uzhavar Sandhai ) APMC
Tamil Nadu,Vellore,Kahithapattarai (Uzhavar Sandhai ) APMC
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Thalavaipuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Perambakkam (Uzhavar Sandhai ) APMC
Tamil Nadu,Tuticorin,Kovilpatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Attayampatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Ramanathapuram,Kamuthi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,Musiri (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,KKNagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirunelveli,NGO Colony (Uzhavar Sandhai ) APMC
Tamil Nadu,Tenkasi,Tenkasi (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Aruppukottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Needamangalam (Uzhavar Sandhai ) APMC
Tamil Nadu,The Nilgiris,Udhagamandalam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Chengam (Uzhavar Sandhai ) APMC
Tamil Nadu,Kancheepuram,Sunguvarchatram (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Anaiyur (Uzhavar Sandhai ) APMC
Tamil Nadu,Sivaganga,Tirupatthur (Uzhavar Sandhai ) APMC
Tamil Nadu,Krishnagiri,Krishnagiri (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Sathiyamagalam (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Gandarvakottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Alangudi (Uzhavar Sandhai ) APMC
Tamil Nadu,Namakkal,Rasipuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Dharmapuri,AJattihalli (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Ammapet (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC
Tamil Nadu,The Nilgiris,Coonoor (Uzhavar Sandhai ) APMC
Tamil Nadu,Villupuram,Villupuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Tiruvannamalai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Polur (Uzhavar Sandhai ) APMC
Tamil Nadu,Virudhunagar,Virudhunagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Andipatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Periyakulam (Uzhavar Sandhai ) APMC
Tamil Nadu,Kancheepuram,Kundrathur (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Perundurai (Uzhavar Sandhai ) APMC
Tamil Nadu,Krishnagiri,Avallapalli (Uzhavar Sandhai ) APMC
Tamil Nadu,Ariyalur,Ariyalur (Uzhavar Sandhai) APMC
Tamil Nadu,Thiruvannamalai,Keelpennathur (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Devaram (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,Manachanallur (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Chokkikulam (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Pudukottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Sampath Nagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Karur,Kulithalai (Uzhavar Sandhai ) APMC
Tamil Nadu,Erode,Periyar Nagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Mannargudi II (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Paruthipattu (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Theni (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Usilampatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Dindigul,Vedasanthur (Uzhavar Sandhai ) APMC
Tamil Nadu,Ranipet,Ranipettai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Muthupettai (Uzhavar Sandhai ) APMC
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirunelveli,Palayamkottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Naravarikuppam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvarur,Tiruvarur (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC
Tamil Nadu,Karur,Vengamedu (Uzhavar Sandhai ) APMC
Tamil Nadu,Kancheepuram,Kancheepuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Coimbatore,RSPuram (Uzhavar Sandhai ) APMC
Tamil Nadu,Cuddalore,Chidambaram (Uzhavar Sandhai ) APMC
Tamil Nadu,Krishnagiri,Denkanikottai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruchirappalli,Manapparai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Ambattur (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirunelveli,Kandiyaperi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirunelveli,Ambasamudram (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Mettur (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Aranthangi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvellore,Tiruthani (Uzhavar Sandhai ) APMC
Tamil Nadu,Theni,Chinnamanur (Uzhavar Sandhai ) APMC
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi (Uzhavar Sandhai ) APMC
Tamil Nadu,Sivaganga,Karaikudi (Uzhavar Sandhai ) APMC
Tamil Nadu,Namakkal,Kumarapalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Dindigul,Chinnalapatti (Uzhavar Sandhai ) APMC
Tamil Nadu,Madurai,Melur (Uzhavar Sandhai ) APMC
Tamil Nadu,Pudukkottai,Viralimalai (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupathur,Natrampalli (Uzhavar Sandhai ) APMC
Haryana,Karnal,"New Grain Market (main), Karnal APMC"
Haryana,Bhiwani,Bhiwani APMC
Karnataka,Karwar (Uttar Kannad),Siddapur APMC
Karnataka,Bagalkot,Bagalkot (Bigali) APMC
Kerala,Pathanamthitta,Mallappally VFPCK APMC
Kerala,Malappuram,Kannamangalam VFPCK APMC
Madhya Pradesh,Katni,Katni (F&V) APMC
Maharashtra,Dharashiv (Usmanabad),Kalamb (Dharashiv) APMC
Tamil Nadu,Chengalpattu,Chengalpet (Uzhavar Sandhai ) APMC
Kerala,Ernakulam,Puthenvelikkara VFPCK APMC
Kerala,Kasargod,Madikai VFPCK APMC
Kerala,Thirssur,Nooluvally VFPCK APMC
Madhya Pradesh,Anupur,Anuppur (F&V) APMC
Tamil Nadu,Kancheepuram,Chengalpattu APMC
Haryana,Rohtak,Rohtak (Kalanaur) APMC
Madhya Pradesh,Chhindwara,Sounsar (F&V) APMC
Tamil Nadu,Dindigul,Kodaikkanal (Uzhavar Sandhai) APMC
Madhya Pradesh,Satna,Satna (F&V) APMC
Maharashtra,Ahmednagar,Karjat (Rashin) APMC
Kerala,Ernakulam,Edackattuvayal VFPCK APMC
Kerala,Pathanamthitta,Seethathode VFPCK APMC
Maharashtra,Chattrapati Sambhajinagar,Sillod (Bharadi) APMC
Odisha,Keonjhar,Keonjhar (Dhekikote) APMC
Gujarat,Mehsana,Kadi (Kadi cotton Yard) APMC
Kerala,Malappuram,Thiruvali VFPCK APMC
Kerala,Malappuram,Elamkur VFPCK APMC
Kerala,Wayanad,Padinjarathara VFPCK APMC
Punjab,Hoshiarpur,Mukerian (Talwara) APMC
Rajasthan,Jhalawar,Dag APMC
Andaman and Nicobar,South Andaman,Sri Vijaya Puram APMC
Tamil Nadu,Nagapattinam,Mailaduthurai APMC
Bihar,Sheohar,Sheohar APMC
Maharashtra,Latur,Jalkot APMC
Maharashtra,Raigad,Mahad APMC
Bihar,Samastipur,Tajpur APMC
Kerala,Kottayam,Thrikkodithanam VFPCK APMC
Bihar,Rohtas,Sasaram APMC
Maharashtra,Yavatmal,Bori Arab APMC
Maharashtra,Buldhana,Deulgaon Raja Balaji Agro Marketing Private Market APMC
Rajasthan,Jodhpur,Pipar City APMC
Telangana,Mahbubnagar,Wanaparthy Road APMC
Bihar,Bhojpur,Aarah APMC
Bihar,Rohtas,Natwar APMC
Chattisgarh,Surguja,Sitapur APMC
Madhya Pradesh,Dhar,Dhamnod (F&V) APMC
Gujarat,Sabarkantha,Prantij (Salala) APMC
Karnataka,Karwar (Uttar Kannad),Karwar APMC
Kerala,Thiruvananthapuram,Kallara VFPCK APMC
Maharashtra,Pune,Indapur (Nimgaon Ketki) APMC
Karnataka,Koppal,Gangavathi (Karatagi) APMC
Madhya Pradesh,Rewa,Hanumana (F&V) APMC
Maharashtra,Buldhana,Maharaja Agresen Private Krushi Utappan Bazar Sama APMC
Rajasthan,Bhilwara,Bijolia APMC
Tamil Nadu,Dindigul,Gopalpatti APMC
Tamil Nadu,Salem,Karumanturai APMC
Karnataka,Yadgiri,Shahapur APMC
Punjab,Bhatinda,Bhucho APMC
Rajasthan,Jaipur Rural,Bassi APMC
Chattisgarh,Bemetara,Bemetara (Thankhamaria) APMC
Kerala,Wayanad,Neervaram VFPCK APMC
Rajasthan,Jaipur,Rajdhanai Mandi (KukarKheda) APMC
Rajasthan,Kekri,Kekri APMC
Rajasthan,Jaipur Rural,Kishangarh Renwal APMC
Rajasthan,Anupgarh,Jaitsar APMC
Rajasthan,Anupgarh,Anupgarh APMC
Rajasthan,Jaipur Rural,Chomu (F&V) APMC
Rajasthan,Bikaner,Pugal Road (Grain) APMC
Rajasthan,Jodhpur Rural,Osiyan Mathania APMC
Rajasthan,Jodhpur Rural,Bilara APMC
Maharashtra,Nashik,Shree Rameshwar Krushi Market APMC
Rajasthan,Jaipur Rural,Chomu (Grain) APMC
Rajasthan,Anupgarh,Sri Vijayanagar APMC
Rajasthan,Neem Ka Thana,Sri Madhopur APMC
Rajasthan,Anupgarh,Gharsana APMC
Rajasthan,Sanchore,Raniwara APMC
Tamil Nadu,Karur,Karur APMC
Gujarat,Mehsana,Vijapur (Kukarvada) APMC
Rajasthan,Anupgarh,Raisingh Nagar APMC
Assam,Tinsukia,Tinsukia APMC
Gujarat,Valsad,Pardi (Rohinee) APMC
Gujarat,Valsad,Pardi (Ugvada) APMC
Gujarat,Valsad,Pardi APMC
Haryana,Bhiwani,Siwani APMC
Maharashtra,Nanded,Hadgaon (Tamsa) APMC
Rajasthan,Gangapur City,Gangapur City APMC
Rajasthan,Anupgarh,Rawla APMC
Gujarat,Valsad,Pardi (Motavagachiya) APMC
Kerala,Kollam,Chengamanad VFPCK APMC
Madhya Pradesh,Rajgarh,Sarangpur (F&V) APMC
Maharashtra,Chandrapur,Korpana APMC
Rajasthan,Jaipur Rural,Chaksu APMC
Rajasthan,Sanchore,Sanchore APMC
Gujarat,Valsad,Pardi (Vapi) APMC
Gujarat,Surat,Nizar (Kukarmuda) APMC
Maharashtra,Akola,Barshi Takli APMC
Rajasthan,Jaipur Rural,Bagru APMC
Maharashtra,Satara,Jawali APMC
Gujarat,Sabarkantha,Talod (Harsol) APMC
Kerala,Ernakulam,Malayattoor VFPCK APMC
Maharashtra,Pune,Nira (Saswad) APMC
Assam,Dhemaji,Silapathar APMC
Tamil Nadu,Karur,Kulithalai APMC
Maharashtra,Kolhapur,Gadhinglaj APMC
Maharashtra,Gadchiroli,Gandchiroli APMC
Kerala,Kollam,Veliyam VFPCK APMC
Bihar,Muzaffarpur,Muzaffarpur APMC
Rajasthan,Tonk,Todaraisingh - Malpura APMC
Gujarat,Vadodara (Baroda),Nasvadi APMC
Maharashtra,Yavatmal,Pusad APMC
Assam,Nalbari,Nalbari APMC
Bihar,Buxar,Buxur APMC
Kerala,Wayanad,Thondernad VFPCK APMC
Tamil Nadu,Salem,Edappadi APMC
Andhra Pradesh,Anantapur,Hindupur APMC
Bihar,Bhojpur,Piro APMC
Gujarat,Botad,Botad (Bhabarkot) APMC
Rajasthan,Neem Ka Thana,Neem Ka Thana APMC
Rajasthan,Dudu,Dudu APMC
Madhya Pradesh,Alirajpur,Jobat (F&V) APMC
Gujarat,Mehsana,Vijapur (Gojjariya) APMC
Madhya Pradesh,Bhind,Bhind (F&V) APMC
Maharashtra,Latur,Rangrao Patil Krushi Utpanna Khajgi Bazar APMC
Uttar Pradesh,Baghpat,Bagpat APMC
Assam,Sibsagar,Sonari APMC
Assam,Hojai,Gandhimaidan APMC
Assam,Dhubri,Dhubri APMC
Assam,Sibsagar,Sibsagar APMC
Karnataka,Tumkur,Pavagada APMC
Kerala,Ernakulam,Keezhampara VFPCK APMC
Maharashtra,Jalana,Jalna (Badnapur) APMC
Assam,Goalpara,Goalpara APMC
Rajasthan,Balotra,Balotra APMC
Tamil Nadu,Nagapattinam,Thirupoondi APMC
Assam,Kokrajhar,Gossaigaon APMC
Maharashtra,Chattrapati Sambhajinagar,Fulmbri APMC
Assam,Nagaon,Lanka APMC
Maharashtra,Nanded,Mukhed (Mukkambad) APMC
Maharashtra,Ahmednagar,Rahuri (Songaon) APMC
Madhya Pradesh,Raisen,Bareli (F&V) APMC
Madhya Pradesh,Badwani,Sendhwa (F&amp;V) APMC
Andhra Pradesh,Cuddapah,Pulivendala APMC
Assam,Morigaon,Moirabari APMC
Chattisgarh,Surguja,Raghunathpur APMC
Chattisgarh,Surguja,Udaypur APMC
Madhya Pradesh,Damoh,Damoh (F&V) APMC
Gujarat,Kheda,Matar APMC
Madhya Pradesh,Shivpuri,Magroni (F&amp;V) APMC
Maharashtra,Jalana,Ghansawangi APMC
Madhya Pradesh,Harda,Sirali (F&amp;V) APMC
Tamil Nadu,Nagapattinam,Sirkali APMC
Tamil Nadu,Thanjavur,Papanasam APMC
Madhya Pradesh,Sehore,Aashta (F&V) APMC
Andhra Pradesh,Kurnool,Nandyal APMC
Andhra Pradesh,Kurnool,Pattikonda APMC
Chattisgarh,Raipur,Silyari APMC
Tamil Nadu,Dindigul,Kodaikkanal (Uzhavar Sandhai ) APMC
Bihar,Buxar,Brahmpur APMC
Andhra Pradesh,Visakhapatnam,Paderu APMC
Chattisgarh,Surguja,Kakni APMC
Tamil Nadu,Coimbatore,Pollachi APMC
Tamil Nadu,Villupuram,Manalurpettai APMC
Jammu and Kashmir,Baramulla,Nowpora APMC
Punjab,Sangrur,Sangrur APMC
Tamil Nadu,Thiruvannamalai,Pernamallur APMC
Uttar Pradesh,Ghazipur,Gazipur APMC
Uttar Pradesh,Jhansi,Jhansi (Grain) APMC
West Bengal,Burdwan,Guskara APMC
West Bengal,Birbhum,Bishnupur APMC
Uttar Pradesh,Varanasi,Varanasi (F&V) APMC
Maharashtra,Dharashiv (Usmanabad),Bhoom APMC
Assam,Barpeta,Bohorihat APMC
Chattisgarh,Raipur,Tulsi APMC
Maharashtra,Satara,Koregaon APMC
Punjab,Hoshiarpur,Dasuya APMC
Kerala,Kollam,Nedumpaikulam VFPCK APMC
Uttar Pradesh,Prayagraj,Allahabad APMC
Maharashtra,Nanded,Kinwat APMC
Gujarat,Surendranagar,Lakhtar APMC
Gujarat,Chhota Udaipur,Jetpur-Pavi APMC
Rajasthan,Jodhpur Rural,Pipar City APMC
Jammu and Kashmir,Anantnag,Kulgam APMC
Punjab,Nawanshahr,Banga APMC
Punjab,Tarntaran,Khadur Sahib (Fetehabad) APMC
Rajasthan,Alwar,Laxmangarh (Barodamev) APMC
Rajasthan,Hanumangarh,Urlivas - Hanumangarh
Tamil Nadu,Kancheepuram,Thirukkalukundram APMC
Andhra Pradesh,East Godavari,Ravulapelem
Andhra Pradesh,Chittor,Palamaner
Andhra Pradesh,Kurnool,Yemmiganur
Andhra Pradesh,Chittor,Chittoor
Andhra Pradesh,Chittor,Madanapalli
Andhra Pradesh,Chittor,Mulakalacheruvu
Bihar,Sheohar,Sheohar
Bihar,Bhojpur,Piro
Bihar,Rohtas,Natwar
Chandigarh,Chandigarh,Chandigarh (Grain/Fruit)
Chattisgarh,Kabirdham,Kawardha
Chattisgarh,Mungeli,Munguli
Chattisgarh,Mahasamund,Mahasamund
Chattisgarh,Korba,Katghora
Chattisgarh,Kanker,Pakhanjur
Chattisgarh,Kanker,Antagarh
Chattisgarh,Kanker,Bhanupratappur
Chattisgarh,Kanker,Sambalpur
Chattisgarh,Kondagaon,Kondagoan
Chattisgarh,Raigarh,Raigarh
Chattisgarh,Rajnandgaon,Rajnandgaon
Chattisgarh,Kanker,Bardewri
Chattisgarh,Surajpur,Surajpur
Chattisgarh,Balod,Dondilohara
Chattisgarh,Gariyaband,Rajim
Chattisgarh,Dhamtari,Kurud
Chattisgarh,Kanker,Korar
Chattisgarh,Dantewada,Gidam
Chattisgarh,Balod,Gurur
Chattisgarh,Kanker,Amoda
Chattisgarh,Sukma,Konta
Chattisgarh,Bastar,Jaitgiri
Chattisgarh,Kanker,Sarona
Chattisgarh,Rajnandgaon,Dongargaon
Chattisgarh,Kanker,Dudhawa
Chattisgarh,Balod,Balod
Chattisgarh,Kanker,Kanker
Chattisgarh,Balodabazar,Kasdol
Chattisgarh,Sukma,Kukanar
Chattisgarh,Raipur,Abhanpur
Chattisgarh,Rajnandgaon,Chhuria
Chattisgarh,Sukma,Doranpal
Chattisgarh,Sukma,Sukma
Chattisgarh,Balod,Dondi
Chattisgarh,Rajnandgaon,Gandai
Chattisgarh,Durg,Durg
Goa,North Goa,Mapusa
Gujarat,Ahmedabad,Mandal
Gujarat,Vadodara (Baroda),Vadodara (Sayajipura)
Gujarat,Bharuch,Jambusar
Gujarat,Bharuch,Jambusar (Kaavi)
Gujarat,Kheda,Kapadvanj
Gujarat,Kachchh,K.Mandvi
Gujarat,Narmada,Rajpipla
Gujarat,Navsari,Navsari
Gujarat,Bharuch,Bharuch
Gujarat,Surat,Surat
Gujarat,Dahod,Dahod (Veg. Market)
Gujarat,Bharuch,Ankleshwar
Gujarat,Surat,Bardoli (Katod)
Gujarat,Kheda,Nadiyad (Chaklasi)
Gujarat,Navsari,Vansda
Gujarat,Navsari,Bilimora
Gujarat,Patan,"Patan (Veg,Yard Patan)"
Gujarat,Kheda,Nadiyad (Piplag)
Gujarat,Rajkot,Gondal (Veg.market Gondal)
Gujarat,Valsad,Chikli (Khorgam)
Gujarat,Chhota Udaipur,Kalediya
Gujarat,Chhota Udaipur,Modasar
Gujarat,Chhota Udaipur,Bodeliu
Gujarat,Chhota Udaipur,Hadad
Gujarat,Surat,Mandvi
Gujarat,Kheda,Nadiad
Haryana,Hissar,Barwala (Hisar)
Haryana,Jind,Narwana
Haryana,Jhajar,Jhajjar
Haryana,Mahendragarh-Narnaul,Narnaul
Haryana,Hissar,Uklana
Haryana,Gurgaon,Gurgaon
Haryana,Yamuna Nagar,Sadhaura
Haryana,Yamuna Nagar,Chhachrauli
Haryana,Panchkula,"New Grain Market , Panchkula"
Haryana,Sonipat,Sonepat (Kharkhoda)
Haryana,Rewari,Rewari
Haryana,Sirsa,Sirsa
Haryana,Panchkula,Panchkul (Kalka)
Haryana,Ambala,Ambala Cantt.
Haryana,Fatehabad,Ratia
Haryana,Mahendragarh-Narnaul,Mohindergarh
Haryana,Jind,Jullana
Haryana,Gurgaon,Sohna
Haryana,Hissar,Hissar
Haryana,Sonipat,"New Grain Market , Sonipat"
Haryana,Karnal,"New Grain Market (main), Karnal"
Haryana,Kaithal,Dhand
Haryana,Sonipat,Ganaur
Haryana,Rewari,Kosli
Haryana,Kaithal,Siwan
Haryana,Hissar,Hansi
Haryana,Jhajar,Bahadurgarh
Haryana,Panchkula,Raipur Rai
Haryana,Panchkula,Barwala
Haryana,Sirsa,Rania
Haryana,Panipat,Samalkha
Haryana,Yamuna Nagar,Mustafabad
Haryana,Mewat,FerozpurZirkha (Nagina)
Haryana,Faridabad,Faridabad
Haryana,Palwal,Hodal
Haryana,Mewat,Punhana
Haryana,Gurgaon,Farukh Nagar
Haryana,Kaithal,Pundri
Haryana,Fatehabad,Tohana (New Veg Market)
Haryana,Sirsa,Ellanabad
Haryana,Faridabad,"New Grain Market , Faridabad"
Haryana,Karnal,Nigdu
Haryana,Karnal,Asandh
Haryana,Karnal,Gharaunda
Haryana,Panipat,Israna
Haryana,Panipat,Bapauli
Haryana,Hissar,Narnaud (Bass)
Haryana,Palwal,Hassanpur
Haryana,Panipat,Panipat (Baharpur)
Haryana,Panipat,Panipat
Haryana,Rohtak,Rohtak
Haryana,Ambala,Ambala City
Haryana,Jind,Pillukhera
Haryana,Kurukshetra,Shahabad
Haryana,Karnal,Jundla
Haryana,Kurukshetra,Ladwa
Haryana,Kaithal,Pai
Haryana,Jind,Uchana
Haryana,Kaithal,Pai (Rajaund)
Haryana,Karnal,Nilokheri
Haryana,Hissar,Narnaund
Haryana,Yamuna Nagar,Chhachhrauli (Khizrabad)
Haryana,Ambala,Naneola
Haryana,Kaithal,Cheeka
Haryana,Panipat,Madlauda
Himachal Pradesh,Chamba,Chamba
